,Date,Time,Close,Volume_in_asset,Volume_in_USDT
388,2018-09-09,23:59:59.999000,195.81,429255.02592,84.0524266253952
389,2018-09-10,23:59:59.999000,197.15,418489.86663,82.50527720610451
390,2018-09-11,23:59:59.999000,185.18,476745.79216,88.28378579218881
391,2018-09-12,23:59:59.999000,183.12,504047.79165,92.30123160694801
392,2018-09-13,23:59:59.999000,210.68,739503.34051,155.7985637786468
393,2018-09-14,23:59:59.999000,208.82,833945.82573,174.1445673289386
394,2018-09-15,23:59:59.999000,221.29,441046.52933,97.59918647543569
395,2018-09-16,23:59:59.999000,220.17,425538.57709,93.69082851790529
396,2018-09-17,23:59:59.999000,196.16,825020.77445,161.836075116112
397,2018-09-18,23:59:59.999000,208.17,584366.15014,121.6475014746438
398,2018-09-19,23:59:59.999000,209.79,496100.46639,104.07691684395809
399,2018-09-20,23:59:59.999000,224.0,573632.24236,128.49362228864
400,2018-09-21,23:59:59.999000,247.73,841029.12948,208.3481462460804
401,2018-09-22,23:59:59.999000,241.01,423740.7403,102.125755819703
402,2018-09-23,23:59:59.999000,244.5,235214.14917,57.509859472064996
403,2018-09-24,23:59:59.999000,228.06,350139.1505,79.85273466302999
404,2018-09-25,23:59:59.999000,219.62,710650.7097,156.07310886431398
405,2018-09-26,23:59:59.999000,214.42,613754.27743,131.60119216654059
406,2018-09-27,23:59:59.999000,229.13,582274.44087,133.4165426365431
407,2018-09-28,23:59:59.999000,221.84,618434.62488,137.1935371833792
408,2018-09-29,23:59:59.999000,231.62,604000.95586,139.8987013962932
409,2018-09-30,23:59:59.999000,232.94,432195.44084,100.6756059892696
410,2018-10-01,23:59:59.999000,231.61,322900.46128,74.78697583706081
411,2018-10-02,23:59:59.999000,225.69,401305.32707,90.57059926642829
412,2018-10-03,23:59:59.999000,220.77,275609.26221,60.84625681810171
413,2018-10-04,23:59:59.999000,222.66,158137.42967,35.210880090322206
414,2018-10-05,23:59:59.999000,228.37,137730.35786,31.453481824488197
415,2018-10-06,23:59:59.999000,225.4,100257.5697,22.598056210379998
416,2018-10-07,23:59:59.999000,226.14,74733.67253,16.900272705934196
417,2018-10-08,23:59:59.999000,230.01,210989.42202,48.5296769588202
418,2018-10-09,23:59:59.999000,228.4,100246.1843,22.89622849412
419,2018-10-10,23:59:59.999000,226.74,122748.21412,27.831930069568802
420,2018-10-11,23:59:59.999000,191.58,497258.82871,95.2648464042618
421,2018-10-12,23:59:59.999000,196.96,216448.3922,42.631675327712
422,2018-10-13,23:59:59.999000,201.3,107215.5262,21.58248542406
423,2018-10-14,23:59:59.999000,197.01,110554.19361,21.780281683106097
424,2018-10-15,23:59:59.999000,214.39,973857.7477,208.78536252940296
425,2018-10-16,23:59:59.999000,215.09,145980.09837,31.3988593584033
426,2018-10-17,23:59:59.999000,212.85,153768.85024,32.729699773584
427,2018-10-18,23:59:59.999000,206.24,150229.60097,30.9833529040528
428,2018-10-19,23:59:59.999000,205.0,254660.48637,52.20539970585
429,2018-10-20,23:59:59.999000,207.91,62376.6968,12.968739031688
430,2018-10-21,23:59:59.999000,207.49,83277.36128,17.2792196919872
431,2018-10-22,23:59:59.999000,206.67,206046.89963,42.5837127465321
432,2018-10-23,23:59:59.999000,205.85,112753.0414,23.210213572190003
433,2018-10-24,23:59:59.999000,205.35,97128.82698,19.945404620342998
434,2018-10-25,23:59:59.999000,203.93,77411.57217,15.7865419126281
435,2018-10-26,23:59:59.999000,204.92,91143.83291,18.6771942399172
436,2018-10-27,23:59:59.999000,204.45,50235.68329,10.2706854486405
437,2018-10-28,23:59:59.999000,204.99,44394.83357,9.1004969335143
438,2018-10-29,23:59:59.999000,196.96,118281.82272,23.2967878029312
439,2018-10-30,23:59:59.999000,197.27,83633.81463,16.4984426120601
440,2018-10-31,23:59:59.999000,198.73,114739.70424,22.802221423615197
441,2018-11-01,23:59:59.999000,199.96,86097.98629,17.2161533385484
442,2018-11-02,23:59:59.999000,202.35,97123.22813,19.652885212105502
443,2018-11-03,23:59:59.999000,200.31,72084.92932,14.4393321920892
444,2018-11-04,23:59:59.999000,212.11,182534.6216,38.717418587576
445,2018-11-05,23:59:59.999000,210.66,141432.1406,29.794094738796
446,2018-11-06,23:59:59.999000,220.74,197797.49527,43.6618191058998
447,2018-11-07,23:59:59.999000,219.07,204931.0342,44.894241662194
448,2018-11-08,23:59:59.999000,212.79,189828.4945,40.393605344655
449,2018-11-09,23:59:59.999000,210.77,152215.94686,32.0825551196822
450,2018-11-10,23:59:59.999000,213.25,131384.47893,28.017740131822503
451,2018-11-11,23:59:59.999000,212.54,136268.81156,28.9625732089624
452,2018-11-12,23:59:59.999000,212.89,99963.97203,21.2813300054667
453,2018-11-13,23:59:59.999000,209.84,114466.36708,24.019622468067197
454,2018-11-14,23:59:59.999000,187.43,434676.16832,81.4713542282176
455,2018-11-15,23:59:59.999000,184.35,452416.10784,83.402909480304
456,2018-11-16,23:59:59.999000,176.89,241710.34763,42.7561433922707
457,2018-11-17,23:59:59.999000,176.2,144804.70986,25.514589877332
458,2018-11-18,23:59:59.999000,178.97,141736.32263,25.3665496610911
459,2018-11-19,23:59:59.999000,150.81,596789.83916,90.0018756437196
460,2018-11-20,23:59:59.999000,133.82,996552.28721,133.35862707444218
461,2018-11-21,23:59:59.999000,138.23,718957.78552,99.3815346924296
462,2018-11-22,23:59:59.999000,126.63,334674.07185,42.379777718365496
463,2018-11-23,23:59:59.999000,125.02,504352.24386,63.054117527377194
464,2018-11-24,23:59:59.999000,114.89,471321.56764,54.1501349061596
465,2018-11-25,23:59:59.999000,118.67,836233.31252,99.23580719674841
466,2018-11-26,23:59:59.999000,110.68,679491.73871,75.2061456404228
467,2018-11-27,23:59:59.999000,111.43,524024.40616,58.392039578408806
468,2018-11-28,23:59:59.999000,122.9,578552.74124,71.104131898396
469,2018-11-29,23:59:59.999000,117.98,478777.39614,56.486157196597205
470,2018-11-30,23:59:59.999000,113.73,418593.63529,47.606654141531706
471,2018-12-01,23:59:59.999000,118.1,330159.06742,38.991785862301995
472,2018-12-02,23:59:59.999000,116.57,273657.6215,31.900268938255
473,2018-12-03,23:59:59.999000,108.76,324446.03324,35.2867505751824
474,2018-12-04,23:59:59.999000,109.94,275321.0063,30.268791432622
475,2018-12-05,23:59:59.999000,102.71,354071.53241,36.366687093831096
476,2018-12-06,23:59:59.999000,91.0,586138.59043,53.33861172913
477,2018-12-07,23:59:59.999000,93.05,1030073.58467,95.84834705354349
478,2018-12-08,23:59:59.999000,90.38,698217.12529,63.104863783710194
479,2018-12-09,23:59:59.999000,93.26,520519.36023,48.5436355350498
480,2018-12-10,23:59:59.999000,89.91,408573.02929,36.7348010634639
481,2018-12-11,23:59:59.999000,87.76,339991.84246,29.837684094289603
482,2018-12-12,23:59:59.999000,89.41,285436.04029,25.520836362328897
483,2018-12-13,23:59:59.999000,86.34,331218.30083,28.597388093662204
484,2018-12-14,23:59:59.999000,83.82,318003.73427,26.655073006511397
485,2018-12-15,23:59:59.999000,83.76,217360.65775,18.206128693140005
486,2018-12-16,23:59:59.999000,84.67,241366.76305,20.4365238274435
487,2018-12-17,23:59:59.999000,94.02,472252.23388,44.4011550293976
488,2018-12-18,23:59:59.999000,100.39,529946.79175,53.201358423782494
489,2018-12-19,23:59:59.999000,98.74,827748.59096,81.73189587139039
490,2018-12-20,23:59:59.999000,114.05,859612.57205,98.03881384230249
491,2018-12-21,23:59:59.999000,107.69,666048.71786,71.7267864263434
492,2018-12-22,23:59:59.999000,115.2,405672.83117,46.733510150784
493,2018-12-23,23:59:59.999000,129.03,936094.1049,120.78422235524701
494,2018-12-24,23:59:59.999000,138.03,1319609.8165,182.145742971495
495,2018-12-25,23:59:59.999000,127.6,1076164.12809,137.318542744284
496,2018-12-26,23:59:59.999000,129.35,794834.05601,102.81178514489348
497,2018-12-27,23:59:59.999000,113.8,752177.90111,85.597845146318
498,2018-12-28,23:59:59.999000,135.3,894454.19051,121.019651976003
499,2018-12-29,23:59:59.999000,132.89,1006654.49844,133.77431629769157
500,2018-12-30,23:59:59.999000,137.77,704259.41614,97.0258197616078
501,2018-12-31,23:59:59.999000,131.45,484604.83962,63.701306168048994
502,2019-01-01,23:59:59.999000,139.1,401776.88797,55.887165116626996
503,2019-01-02,23:59:59.999000,152.01,941486.31524,143.11533477963238
504,2019-01-03,23:59:59.999000,146.3,708091.31714,103.59375969758202
505,2019-01-04,23:59:59.999000,151.97,805248.93821,122.37368113977371
506,2019-01-05,23:59:59.999000,152.83,773169.13736,118.16343926272882
507,2019-01-06,23:59:59.999000,153.86,627908.47366,96.60999775732762
508,2019-01-07,23:59:59.999000,149.34,424765.30258,63.4344502872972
509,2019-01-08,23:59:59.999000,147.6,441661.06778,65.18917360432799
510,2019-01-09,23:59:59.999000,148.1,299443.563,44.347591680300006
511,2019-01-10,23:59:59.999000,124.95,871751.75038,108.925381209981
512,2019-01-11,23:59:59.999000,124.65,545293.98369,67.9708950669585
513,2019-01-12,23:59:59.999000,123.35,300262.13404,37.037334233833995
514,2019-01-13,23:59:59.999000,114.16,422561.96777,48.239674240623195
515,2019-01-14,23:59:59.999000,126.95,546420.40854,69.368070864153
516,2019-01-15,23:59:59.999000,118.95,649020.5297,77.200992007815
517,2019-01-16,23:59:59.999000,121.48,513486.65472,62.3783588153856
518,2019-01-17,23:59:59.999000,121.54,447535.22716,54.3934315090264
519,2019-01-18,23:59:59.999000,119.17,235646.684,28.08201533228
520,2019-01-19,23:59:59.999000,122.6,323303.79296,39.637045016895996
521,2019-01-20,23:59:59.999000,117.47,451792.85352,53.0721065029944
522,2019-01-21,23:59:59.999000,115.63,303632.93463,35.10907623126689
523,2019-01-22,23:59:59.999000,117.81,359542.63873,42.357718268781305
524,2019-01-23,23:59:59.999000,116.44,230247.61578,26.8100323814232
525,2019-01-24,23:59:59.999000,116.39,216242.29829,25.1684410979731
526,2019-01-25,23:59:59.999000,115.11,198617.08108,22.8628122031188
527,2019-01-26,23:59:59.999000,115.34,146216.82819,16.8646489634346
528,2019-01-27,23:59:59.999000,112.05,247369.60555,27.717764301877498
529,2019-01-28,23:59:59.999000,105.5,566205.78288,59.73471009383999
530,2019-01-29,23:59:59.999000,104.45,319768.91348,33.399863012986
531,2019-01-30,23:59:59.999000,108.29,330968.19265,35.8405455820685
532,2019-01-31,23:59:59.999000,106.44,290679.61935,30.939938683613995
533,2019-02-01,23:59:59.999000,106.73,243149.88435,25.9513871566755
534,2019-02-02,23:59:59.999000,110.42,186908.7573,20.638464981066
535,2019-02-03,23:59:59.999000,107.36,227211.54064,24.393431003110397
536,2019-02-04,23:59:59.999000,107.68,160850.10293,17.3203390835024
537,2019-02-05,23:59:59.999000,107.27,159730.1886,17.134257331122
538,2019-02-06,23:59:59.999000,104.5,337204.30254,35.23784961543
539,2019-02-07,23:59:59.999000,104.48,147942.07683,15.4569881871984
540,2019-02-08,23:59:59.999000,119.25,589950.64925,70.3516149230625
541,2019-02-09,23:59:59.999000,119.19,328067.9574,39.102419842506
542,2019-02-10,23:59:59.999000,125.12,385819.09619,48.2736853152928
543,2019-02-11,23:59:59.999000,120.89,389405.30404,47.0752072053956
544,2019-02-12,23:59:59.999000,122.41,343765.66987,42.08035564878669
545,2019-02-13,23:59:59.999000,121.86,317827.31956,38.7304371615816
546,2019-02-14,23:59:59.999000,120.42,297205.78738,35.789520916299594
547,2019-02-15,23:59:59.999000,121.67,255296.0814,31.061874223938
548,2019-02-16,23:59:59.999000,122.67,215320.70134,26.4133904333778
549,2019-02-17,23:59:59.999000,133.75,614788.60078,82.227975354325
550,2019-02-18,23:59:59.999000,145.69,1079830.1502,157.320454582638
551,2019-02-19,23:59:59.999000,143.44,747968.90445,107.288659654308
552,2019-02-20,23:59:59.999000,148.44,614303.61007,91.18722787879081
553,2019-02-21,23:59:59.999000,145.69,447364.40873,65.1765207078737
554,2019-02-22,23:59:59.999000,147.36,366251.18542,53.97077468349121
555,2019-02-23,23:59:59.999000,157.79,588183.72896,92.8095105925984
556,2019-02-24,23:59:59.999000,132.1,1260506.80672,166.512949167712
557,2019-02-25,23:59:59.999000,137.87,801147.09543,110.4541500469341
558,2019-02-26,23:59:59.999000,136.22,432944.17033,58.9756548823526
559,2019-02-27,23:59:59.999000,135.02,567202.61035,76.58369644945701
560,2019-02-28,23:59:59.999000,135.34,579327.31749,78.40615914909661
561,2019-03-01,23:59:59.999000,135.32,302632.02831,40.9521660709092
562,2019-03-02,23:59:59.999000,132.56,297005.28093,39.3710200400808
563,2019-03-03,23:59:59.999000,130.6,222453.2859,29.052399138539997
564,2019-03-04,23:59:59.999000,125.65,403947.79445,50.7560403726425
565,2019-03-05,23:59:59.999000,136.72,512631.23178,70.0869420089616
566,2019-03-06,23:59:59.999000,137.4,428826.87415,58.920812508210005
567,2019-03-07,23:59:59.999000,136.81,307336.4931,42.04670562101101
568,2019-03-08,23:59:59.999000,133.52,330283.58233,44.09946391270161
569,2019-03-09,23:59:59.999000,137.27,279861.12049,38.4165360096623
570,2019-03-10,23:59:59.999000,135.37,203965.16815,27.610764812465504
571,2019-03-11,23:59:59.999000,132.67,264587.00683,35.1027581961361
572,2019-03-12,23:59:59.999000,133.57,194905.96843,26.0335902031951
573,2019-03-13,23:59:59.999000,131.65,209456.09848,27.574895364891997
574,2019-03-14,23:59:59.999000,132.2,258413.81868,34.162306829495996
575,2019-03-15,23:59:59.999000,136.56,295832.26562,40.3988541930672
576,2019-03-16,23:59:59.999000,140.92,474664.10197,66.88966524961239
577,2019-03-17,23:59:59.999000,138.67,252697.08148,35.0415042888316
578,2019-03-18,23:59:59.999000,137.59,281718.96195,38.7617119747005
579,2019-03-19,23:59:59.999000,138.55,218577.45208,30.283905985684
580,2019-03-20,23:59:59.999000,139.01,222883.51754,30.9830377732354
581,2019-03-21,23:59:59.999000,134.85,312531.39368,42.14485843774799
582,2019-03-22,23:59:59.999000,135.98,186119.74745,25.308563258250995
583,2019-03-23,23:59:59.999000,137.28,174710.43059,23.9842479113952
584,2019-03-24,23:59:59.999000,136.09,198490.45124,27.012565509251598
585,2019-03-25,23:59:59.999000,133.98,230880.285,30.933340584299998
586,2019-03-26,23:59:59.999000,134.18,183139.11426,24.573606351406802
587,2019-03-27,23:59:59.999000,139.45,317167.45325,44.2290013557125
588,2019-03-28,23:59:59.999000,137.86,163185.6991,22.496780477926002
589,2019-03-29,23:59:59.999000,143.25,235853.0454,33.78594875355
590,2019-03-30,23:59:59.999000,142.46,254798.70067,36.298622897448205
591,2019-03-31,23:59:59.999000,141.38,142469.21171,20.1422971515598
592,2019-04-01,23:59:59.999000,141.24,234310.19161,33.09397146299641
593,2019-04-02,23:59:59.999000,163.31,906868.8586,148.100753297966
594,2019-04-03,23:59:59.999000,159.96,1345344.53845,215.20131237046203
595,2019-04-04,23:59:59.999000,157.36,686080.95248,107.96169868225282
596,2019-04-05,23:59:59.999000,164.77,516070.34553,85.0329108329781
597,2019-04-06,23:59:59.999000,165.5,528168.33297,87.411859106535
598,2019-04-07,23:59:59.999000,174.21,465507.52497,81.09606592502371
599,2019-04-08,23:59:59.999000,178.72,873410.07285,156.09584821975199
600,2019-04-09,23:59:59.999000,174.6,431986.36108,75.42481864456799
601,2019-04-10,23:59:59.999000,177.12,523943.20498,92.8008204660576
602,2019-04-11,23:59:59.999000,164.07,661305.30321,108.5003610976647
603,2019-04-12,23:59:59.999000,163.19,316337.87823,51.62317834835369
604,2019-04-13,23:59:59.999000,162.99,179237.74574,29.213960178162605
605,2019-04-14,23:59:59.999000,167.23,186977.66211,31.268274434655297
606,2019-04-15,23:59:59.999000,159.95,351548.9079,56.230247818605
607,2019-04-16,23:59:59.999000,165.37,240370.50441,39.7500703142817
608,2019-04-17,23:59:59.999000,165.75,227841.54981,37.7647368810075
609,2019-04-18,23:59:59.999000,173.33,396118.94407,68.6592965756531
610,2019-04-19,23:59:59.999000,172.64,320541.72166,55.33832282738239
611,2019-04-20,23:59:59.999000,172.88,253596.48407,43.8417601660216
612,2019-04-21,23:59:59.999000,168.59,283450.43943,47.78690958350371
613,2019-04-22,23:59:59.999000,170.52,269868.39876,46.0179593565552
614,2019-04-23,23:59:59.999000,169.16,363523.34531,61.4936090926396
615,2019-04-24,23:59:59.999000,164.78,426497.04153,70.27818250331339
616,2019-04-25,23:59:59.999000,154.72,422657.03239,65.3934960513808
617,2019-04-26,23:59:59.999000,157.95,500355.86283,79.0312085339985
618,2019-04-27,23:59:59.999000,159.31,215918.63842,34.397998286690196
619,2019-04-28,23:59:59.999000,157.85,152976.30181,24.1473092407085
620,2019-04-29,23:59:59.999000,155.11,243591.94898,37.7835472062878
621,2019-04-30,23:59:59.999000,161.83,305056.24653,49.3672523759499
622,2019-05-01,23:59:59.999000,160.19,192517.62763,30.839398770049698
623,2019-05-02,23:59:59.999000,161.81,289519.02025,46.8470726666525
624,2019-05-03,23:59:59.999000,168.06,416357.52123,69.9730450179138
625,2019-05-04,23:59:59.999000,163.7,312928.58349,51.226409117313
626,2019-05-05,23:59:59.999000,163.05,176029.10445,28.701545480572502
627,2019-05-06,23:59:59.999000,173.0,506528.14278,87.62936870093999
628,2019-05-07,23:59:59.999000,169.18,732496.87861,123.92382192323981
629,2019-05-08,23:59:59.999000,170.85,296436.29384,50.646140802564
630,2019-05-09,23:59:59.999000,170.9,284663.99456,48.649076670304005
631,2019-05-10,23:59:59.999000,172.91,425543.74021,73.5807681197111
632,2019-05-11,23:59:59.999000,190.2,885292.38389,168.382611415878
633,2019-05-12,23:59:59.999000,188.11,823372.28148,154.88455986920283
634,2019-05-13,23:59:59.999000,195.84,669265.46524,131.0689487126016
635,2019-05-14,23:59:59.999000,216.4,864211.00603,187.015261704892
636,2019-05-15,23:59:59.999000,248.1,574697.29927,142.582399948887
637,2019-05-16,23:59:59.999000,264.25,1733360.8936,458.04061613380003
638,2019-05-17,23:59:59.999000,244.3,1529892.56898,373.75275460181405
639,2019-05-18,23:59:59.999000,233.6,673218.09982,157.263748117952
640,2019-05-19,23:59:59.999000,259.51,823859.06342,213.79966554812418
641,2019-05-20,23:59:59.999000,250.37,666889.82241,166.9692048367917
642,2019-05-21,23:59:59.999000,253.43,580249.69753,147.0526808450279
643,2019-05-22,23:59:59.999000,243.64,592848.95605,144.44171965202202
644,2019-05-23,23:59:59.999000,244.56,600193.89368,146.7834186383808
645,2019-05-24,23:59:59.999000,248.87,447066.92596,111.2615458636652
646,2019-05-25,23:59:59.999000,250.22,332544.38731,83.2092565927082
647,2019-05-26,23:59:59.999000,264.45,450090.22324,119.026359535818
648,2019-05-27,23:59:59.999000,270.53,635463.50204,171.91194120688118
649,2019-05-28,23:59:59.999000,271.03,409443.69364,110.9715242872492
650,2019-05-29,23:59:59.999000,268.83,383412.45769,103.07277100080269
651,2019-05-30,23:59:59.999000,254.56,1066279.49387,271.4321079595472
652,2019-05-31,23:59:59.999000,267.9,602153.87244,161.31702242667598
653,2019-06-01,23:59:59.999000,264.33,455676.98613,120.44909774374288
654,2019-06-02,23:59:59.999000,268.88,301536.15062,81.07704017870559
655,2019-06-03,23:59:59.999000,249.91,397360.65275,99.3044007287525
656,2019-06-04,23:59:59.999000,241.39,633822.71246,152.99846456071938
657,2019-06-05,23:59:59.999000,245.63,335953.37927,82.5202285500901
658,2019-06-06,23:59:59.999000,248.76,297579.14734,74.02578869229839
659,2019-06-07,23:59:59.999000,248.77,353378.6568,87.91000845213601
660,2019-06-08,23:59:59.999000,243.25,188448.27748,45.84004349701
661,2019-06-09,23:59:59.999000,230.98,316931.85638,73.20492018665239
662,2019-06-10,23:59:59.999000,246.51,314662.52637,77.56745937546869
663,2019-06-11,23:59:59.999000,244.29,237508.42798,58.0209338712342
664,2019-06-12,23:59:59.999000,261.15,336499.3016,87.87679261283999
665,2019-06-13,23:59:59.999000,254.67,291757.21635,74.3018102878545
666,2019-06-14,23:59:59.999000,262.47,327383.28236,85.9282901210292
667,2019-06-15,23:59:59.999000,267.82,286594.98029,76.7558676212678
668,2019-06-16,23:59:59.999000,267.73,458176.54236,122.66760568604282
669,2019-06-17,23:59:59.999000,273.16,339277.66707,92.67708753684121
670,2019-06-18,23:59:59.999000,264.66,319941.55156,84.67573103586962
671,2019-06-19,23:59:59.999000,268.14,208375.68381,55.87385585681339
672,2019-06-20,23:59:59.999000,271.22,200717.7737,54.438674582914004
673,2019-06-21,23:59:59.999000,294.35,519818.06907,153.00844863075454
674,2019-06-22,23:59:59.999000,310.79,726254.67061,225.7126890788819
675,2019-06-23,23:59:59.999000,308.52,418812.02747,129.2118867150444
676,2019-06-24,23:59:59.999000,311.64,352791.26964,109.9438712706096
677,2019-06-25,23:59:59.999000,318.26,345559.65047,109.9778143585822
678,2019-06-26,23:59:59.999000,339.39,1008551.28721,342.2922213662019
679,2019-06-27,23:59:59.999000,298.35,1016826.449,303.37017105915004
680,2019-06-28,23:59:59.999000,311.05,529174.47722,164.599721139281
681,2019-06-29,23:59:59.999000,317.62,425555.16264,135.1648307577168
682,2019-06-30,23:59:59.999000,292.7,489028.56835,143.138661956045
683,2019-07-01,23:59:59.999000,295.07,489769.27421,144.51621974114468
684,2019-07-02,23:59:59.999000,291.48,493772.96579,143.9249440684692
685,2019-07-03,23:59:59.999000,301.14,370521.96637,111.57898495266178
686,2019-07-04,23:59:59.999000,282.73,270791.36878,76.56084369516941
687,2019-07-05,23:59:59.999000,287.47,261139.28341,75.06970980187272
688,2019-07-06,23:59:59.999000,288.29,196064.64705,56.52347709804451
689,2019-07-07,23:59:59.999000,304.72,246111.36595,74.99505543228402
690,2019-07-08,23:59:59.999000,311.97,289607.34177,90.3488024119869
691,2019-07-09,23:59:59.999000,307.46,309447.34927,95.1426820065542
692,2019-07-10,23:59:59.999000,289.23,457080.94063,132.2015204584149
693,2019-07-11,23:59:59.999000,268.63,501592.75211,134.7428609993093
694,2019-07-12,23:59:59.999000,274.62,266734.54213,73.25063995974061
695,2019-07-13,23:59:59.999000,268.79,205959.26849,55.3597917774271
696,2019-07-14,23:59:59.999000,225.85,540052.58421,121.97087614382849
697,2019-07-15,23:59:59.999000,228.2,715991.20688,163.38919341001596
698,2019-07-16,23:59:59.999000,198.88,715604.83198,142.31948898418239
699,2019-07-17,23:59:59.999000,210.81,694854.10132,146.4821930992692
700,2019-07-18,23:59:59.999000,225.73,609081.49094,137.4879649498862
701,2019-07-19,23:59:59.999000,220.73,371622.21865,82.0281723226145
702,2019-07-20,23:59:59.999000,228.2,325393.97225,74.25490446744999
703,2019-07-21,23:59:59.999000,225.38,270046.1519,60.863001715222
704,2019-07-22,23:59:59.999000,217.51,271310.40446,59.012726074094594
705,2019-07-23,23:59:59.999000,212.48,317876.48242,67.5423949846016
706,2019-07-24,23:59:59.999000,216.31,331162.6484,71.63379247540401
707,2019-07-25,23:59:59.999000,219.14,280370.29627,61.44034672460779
708,2019-07-26,23:59:59.999000,218.81,197781.98653,43.276676472629305
709,2019-07-27,23:59:59.999000,207.3,301209.41113,62.44071092724901
710,2019-07-28,23:59:59.999000,211.62,218801.16693,46.3027029457266
711,2019-07-29,23:59:59.999000,210.89,226941.28,47.85964653919999
712,2019-07-30,23:59:59.999000,209.58,222683.79393,46.67006953184941
713,2019-07-31,23:59:59.999000,218.42,207213.55658,45.2595850282036
714,2019-08-01,23:59:59.999000,216.84,186806.18844,40.5070539013296
715,2019-08-02,23:59:59.999000,217.61,206867.03039,45.0163344831679
716,2019-08-03,23:59:59.999000,222.14,181591.95296,40.3388364305344
717,2019-08-04,23:59:59.999000,221.79,135622.0258,30.079609102182
718,2019-08-05,23:59:59.999000,233.54,307956.27211,71.92010778856941
719,2019-08-06,23:59:59.999000,226.28,341279.08159,77.22463058218521
720,2019-08-07,23:59:59.999000,226.1,279104.7037,63.10557350657
721,2019-08-08,23:59:59.999000,221.39,236886.35423,52.444269962979696
722,2019-08-09,23:59:59.999000,210.53,232062.12757,48.85603971731211
723,2019-08-10,23:59:59.999000,206.48,252614.02389,52.1597436528072
724,2019-08-11,23:59:59.999000,216.42,188474.09048,40.7895626616816
725,2019-08-12,23:59:59.999000,211.41,122760.94619,25.9528916340279
726,2019-08-13,23:59:59.999000,209.3,166922.48201,34.936875484693005
727,2019-08-14,23:59:59.999000,187.1,325228.98931,60.850343899901
728,2019-08-15,23:59:59.999000,188.03,237953.09426,44.74232031370781
729,2019-08-16,23:59:59.999000,184.88,282177.01584,52.1688866884992
730,2019-08-17,23:59:59.999000,185.59,138799.61508,25.759820562697197
731,2019-08-18,23:59:59.999000,194.33,175363.5062,34.078390159846
732,2019-08-19,23:59:59.999000,202.28,239541.5978,48.454474402984
733,2019-08-20,23:59:59.999000,196.6,189297.75494,37.215938621204
734,2019-08-21,23:59:59.999000,187.45,284973.64194,53.418309181653
735,2019-08-22,23:59:59.999000,190.35,245575.98772,46.745389262502
736,2019-08-23,23:59:59.999000,194.02,192548.51552,37.3582629811904
737,2019-08-24,23:59:59.999000,190.6,167806.34294,31.983888964364
738,2019-08-25,23:59:59.999000,186.54,169862.91522,31.6862282051388
739,2019-08-26,23:59:59.999000,188.67,254397.79472,47.9972319298224
740,2019-08-27,23:59:59.999000,187.24,157898.563,29.56492693612
741,2019-08-28,23:59:59.999000,173.03,334480.61761,57.8751812650583
742,2019-08-29,23:59:59.999000,169.01,295241.216,49.89871791616
743,2019-08-30,23:59:59.999000,168.5,238616.68868,40.20691204258
744,2019-08-31,23:59:59.999000,171.57,194999.19583,33.456012028553104
745,2019-09-01,23:59:59.999000,170.74,191140.52368,32.6353330131232
746,2019-09-02,23:59:59.999000,178.05,294627.31247,52.4583929852835
747,2019-09-03,23:59:59.999000,178.75,327857.85447,58.604591486512504
748,2019-09-04,23:59:59.999000,174.72,286226.25171,50.0094506987712
749,2019-09-05,23:59:59.999000,173.75,232753.83596,40.44097899805
750,2019-09-06,23:59:59.999000,169.08,315822.37984,53.39924798334721
751,2019-09-07,23:59:59.999000,177.62,253831.23169,45.0855033727778
752,2019-09-08,23:59:59.999000,181.19,290083.47501,52.560224837061895
753,2019-09-09,23:59:59.999000,180.54,273729.94868,49.41920493468719
754,2019-09-10,23:59:59.999000,179.81,238387.50999,42.8644581713019
755,2019-09-11,23:59:59.999000,178.28,278555.46708,49.66086867102239
756,2019-09-12,23:59:59.999000,180.72,203543.13663,36.7843156517736
757,2019-09-13,23:59:59.999000,180.95,264422.54059,47.84725871976049
758,2019-09-14,23:59:59.999000,188.13,279371.83423,52.558223173689896
759,2019-09-15,23:59:59.999000,189.03,288928.60827,54.6161748212781
760,2019-09-16,23:59:59.999000,197.22,551006.81686,108.6695644211292
761,2019-09-17,23:59:59.999000,207.84,715863.2262,148.785012933408
762,2019-09-18,23:59:59.999000,210.21,539028.51013,113.3091831144273
763,2019-09-19,23:59:59.999000,220.24,844358.82155,185.961586858172
764,2019-09-20,23:59:59.999000,218.03,437804.12669,95.4544337422207
765,2019-09-21,23:59:59.999000,215.05,417891.5242,89.86757227921
766,2019-09-22,23:59:59.999000,211.2,445388.94787,94.06614579014399
767,2019-09-23,23:59:59.999000,201.29,392437.07084,78.99365798938359
768,2019-09-24,23:59:59.999000,165.81,1478218.82714,245.1034637280834
769,2019-09-25,23:59:59.999000,169.96,879001.46213,149.3950885036148
770,2019-09-26,23:59:59.999000,165.92,779942.17148,129.4080050919616
771,2019-09-27,23:59:59.999000,173.79,634932.96707,110.3450003470953
772,2019-09-28,23:59:59.999000,173.49,521775.46593,90.5228255841957
773,2019-09-29,23:59:59.999000,169.24,410855.12176,69.53312080666241
774,2019-09-30,23:59:59.999000,180.85,580295.3997,104.946423035745
775,2019-10-01,23:59:59.999000,175.66,609972.52717,107.1477741226822
776,2019-10-02,23:59:59.999000,180.24,348268.1162,62.771845263888004
